iShares Core S&P 500 ETF
Fund Holdings as of,"Sep 01, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,145,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS","Consumer Discretionary","Equity","93,631,693.37","0.01","93,631,693.37","6,068,159.00","15.43","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","89,770,863.00","0.01","89,770,863.00","1,429,700.00","62.79","United States","NYSE","USD","1.00","USD","-"
"AOS","A O SMITH","Industrials","Equity","87,029,727.58","0.01","87,029,727.58","1,487,942.00","58.49","United States","NYSE","USD","1.00","USD","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","86,703,623.03","0.01","86,703,623.03","338,567.00","256.09","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","85,549,939.98","0.01","85,549,939.98","3,890,402.00","21.99","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","84,766,809.12","0.01","84,766,809.12","2,131,962.00","39.76","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","78,196,125.80","0.01","78,196,125.80","5,674,610.00","13.78","United States","NASDAQ","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","75,173,557.62","0.01","75,173,557.62","426,783.00","176.14","United States","NYSE","USD","1.00","USD","-"
"BFB","BROWN FORMAN CLASS B","Consumer Staples","Equity","58,978,628.44","0.01","58,978,628.44","2,237,429.00","26.36","United States","NYSE","USD","1.00","USD","-"
"NWS","NEWS CLASS B","Communication","Equity","54,808,631.01","0.01","54,808,631.01","1,601,187.00","34.23","United States","NASDAQ","USD","1.00","USD","-"
"PSKY","PARAMOUNT SKYDANCE CORP CLASS B","Communication","Equity","43,883,452.95","0.01","43,883,452.95","4,159,569.00","10.55","United States","NASDAQ","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","28,433.88","0.00","28,433.88","2,843,388.00","0.01","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"ESU6","S&P500 EMINI SEP 26","Cash and/or Derivatives","Futures","0.00","0.00","2,219,836,737.50","5,809.00","7,642.75","-","Index And Options Market","USD","1.00","USD","-"

